image,description,display name,category,image_path,img_ok
26915.jpg,"Composition Black round neck top made of 100% cotton, has three quarter sleeves with elasticated hems and graphic print on the chest   Fit  Regular   Wash care  Wash dark colours separately in warm water (maximum 40 degrees) Use mild detergent Do not wring or bleach Flat dry in shade Do not iron on print  jealous 21 stays in-vogue with this stylish piece that is sure to become a love-forever favourite in your casual wardrobe. Wear it with form fitting denims and a blazer, style with understated accessories and peep-toe shoes.  Model statistics  The product is a size M on a model of height 5'8"" and chest 33""",Jealous 21 Women Printed Black Top,Tops,26915.jpg,True
11010.jpg,"Composition Purple pinstriped shirt made of 100% cotton?, with a tipped collar and chest button placket, three-fourth cuff sleeves and has a curved hemline with embroidered branding on left hip   Fitting  Comfort   Wash care  only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery  Perfect on style and great in comfort, this purple striped shirt from wrangler makes for a great semi-formal wear. The three-fourth cuff sleeves create a feel of casual comfort, while the fabric keeps you fresh and comfortable all day. Team this with formal trousers, blazer and pumps when at a meeting, or simply pair it with slim Fit jeans and heeled sandals and ooze style.   Model statistics  The model wears size M in shirts Height-5.7"", Chest-33"", Waist-26” ",Wrangler Women Smocked Yoke Purple Tops,Tops,11010.jpg,True
19590.jpg,"Off white and grey knit top, has a round neckline, off white printed panel in front, grey panelled three quarter sleeves and back",United Colors of Benetton Women Printed White Top,Tops,19590.jpg,True
43322.jpg,-,United Colors of Benetton Women Navy Blue Top,Tops,43322.jpg,True
19663.jpg,"Composition White tube top made of 92% polyamide and 8% elastane, and has a seamless feel Fit Regular Wash care Delicate machine wash at 30 degrees using a mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade Warm iron; do not iron on decorations It's all about looking and feeling ultra feminine and sexy in this seamless tube top from united colors of benetton. The top can be worn on its own or under a jacket with dark hued jeans and boots for that ultra chic look. Model statistics The product is a size M on a model of height 5'8"" and chest 33""",United Colors of Benetton Women White Top,Tops,19663.jpg,True
51462.jpg,"Style Note Tonga's summer collection features head-turning designs - fashion-forward yet classic, this piece will stay in vogue up to the next season. Tap into summer's aesthetic effortlessly while chanelling the runway's hottest trends. Style this with a tapering pair of denims (we recommend a wedge heel for the spring) for maximum effect. Product Details Brown stretchy top with printed floral flutter sleeves, a deep U-neck, a rosette brooch pinned to the left shoulder and a tapering hem with gathers at the sides Material and Care 95% rayon, 5% spandex Hand wash cold Do not bleach Hang or line dry Size and Fit Slim fit The model (height 5'8"" and chest 33"") is wearing a size M",Tonga Women Brown Top,Tops,51462.jpg,True
31172.jpg,"Composition Peach round neck top, made of 95% cotton and 5% lycra, has short sleeves with ribbed cuffs, crystal embellishments on the front and brand name stitched on the hem  Fit Regular  Wash care Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery  girls will love this top from gini and jony. Team it with a skirt and comfy footwear for that uber cool and comfy look.",Gini and Jony Girls Peach Top,Tops,31172.jpg,True
43531.jpg,Style Note french connection has got that chic look just right for you this summer with their range of bright and well styled tops. Flattering to your form and easy to comp,French Connection Women Off White Top,Tops,43531.jpg,True
6597.jpg,"Composition Cuban green pleated top made of 50% cotton and 50% modal cotton, with pleats around neckline, puffed mega sleeves with ribbed hem and ribbed band around top's hemline Fitting Regular Wash care Hand wash in cold water with mild detergent Do not soak Flat dry in shade Do not wring or twist To maintain shape, fold and stack rather than hang Moderate warm iron Go bright and vibrant with this green top from spykar. This colourful top brings a bit of vacation spirit to your wardrobe. Team this with jeans or denim shorts and canvas shoes for a cool casual look or with black pants and peeptoe shoes for a formal look. Model statistics The model wears size M in t-shirts Height-5.6"", Chest-32""",Spykar Women's Round Neck Green Top,Tops,6597.jpg,True
34484.jpg,"Composition Brown sleeveless top made of 95% viscose and 5% spandex, has bead work on the chest and straps and a racer back   Fit Regular   Wash care Hand wash in cold water with like colours using a mild detergent Do not bleach Dry flat in shade Cool iron if needed  do not iron on decorations  Perk up your casual outings in this comfortable yet stylish racer back top from van heusen. The racer back adds to your femminity while the viscose fabric keeps you comfy all day. Pair it with your favourite denims or a skirt and sandals.   Model Statistics The product is a size M on a model of height 5'8"" and chest 33""",Van Heusen Woman Brown Top,Tops,34484.jpg,True
21139.jpg,"Composition Chocolate brown top made of stretchy 60% cotton and 40% modal, has long sleeves with elasticated sleeve hems, a double neckline with three button mock placket and light gathers on the upper neckline and brand tag at elasticated hem Fit Regular Wash care Wash at 30 degrees with similar colours inside out Pull into shape after washing Do not bleach, tumble dry or dry clean Iron low A great casual wear option from s.oliver. The double neckline of this long sleeve top draws the eye up towards your face for a flattering look while the soft fabric means you'll look great without sacrificing comfort. Model statistics The product is a size 36 on a model of height 5'8"" and chest 33""",s.Oliver Women Brown Top,Tops,21139.jpg,True
5006.jpg,"Composition White and orchid pink floral pink blouson sleeveless top with white lining made of 100% cotton, chiffon blouson outer layer and orchid pink satin choker collar Fitting Regular Chest - 33 cm  Wash care Machine wash Cold water Wash with like colours Wash/dry inside out Use mild detergents Do not tumble dry Use warm iron Do not iron on decor Remove all detachable accessories Get ready to indulge your little girl in the spirit of spring with this floral top from gini and jony. The soft chiffon blouson top with the rose print is totally dainty and girly. Team this with a short denim skirt or white skirt and comfy crocs footwear for a happy, casual outing with her small buddies, while the soft fabric stays soft on her skin and keeps her fresh and comfortable all day.",Gini and Jony Girl's Farica Green Kidswear,Tops,5006.jpg,True
32599.jpg,"Style Note Let only transform your everyday life from grey and monotonous to fun, colourful and creatively eventful! We're super excited in the myntra office to be selling these yummy tops and dresses from the quirky, flirty, denim brand ONLY. It's easy to look both cute and on-trend when you're wearing anything from this summery collection.   Product Details Black tube top with elasticated top hem, double layer at top with elasticated band to give a firm Fit   Material and Care 95% cotton and 5% elastane Machine wash cold at 40 degrees with like colors Do not bleach Do not tumble dry Use cold iron   Size and Fit Slim fit The model (height 5'8"" and chest 33"") is wearing a size M",ONLY Women Black Top,Tops,32599.jpg,True
41380.jpg,"A flowing white top with a mandarin collar with a split V neckline and a half buttoned placket, lace embellishments and tucks around the yoke, sleeveless, has a drawstring tie around the hip  ",Wrangler Women White Katie Top,Tops,41380.jpg,True
48490.jpg,"Purple top with round neck, sleeveless with ruffles",French Connection Women Purple Top,Tops,48490.jpg,True
37571.jpg,"Style Note Without compromising on comfort, make sure your little one looks cute and fresh in this tee from madagascar 3. Clothes in soothing pastel shades and soft fabric ensure that kids stay comfortable throughout the day.  Product Description Light green T-shirt with pink spaghetti straps, has a round neckline, pink piping around the neckline, pink panel attached to the hemline and a graphic print in front over the chest  Material and Care 100% cotton Wash with like colours Dry immediately after wash Iron on reverse",Madagascar3 Infant Girls Light Green Spaghetti Top,Tops,37571.jpg,True
11432.jpg,"Composition Purple shell top made of 60% cotton and 40% modal, has a ribbed round neckline, contoured panel on the front, contoured panel forming the sleeves and snipped polyester strips around the armholes and on the seams Fitting Regular Wash care Machine wash in 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade cool iron Do not iron directly on print/embroidery Perfect on style and great in comfort, this purple shell top from united colors of benetton makes for a great casual wear. The sheer layered panel trims on the armholes and seams lend this top a luxe feel, while the fabric keeps you fresh and comfortable all day. Team this with slim Fit jeans and black heels and ooze style. Model statistics The model wears size M in tops Height: 5'8"", Chest: 33""",United Colors of Benetton Women Winter Purple Top,Tops,11432.jpg,True
36213.jpg,"Style Note Gini & Jony's fun tee for girls, crafted from supersoft cotton, so comfy she'll never want to take it off. Conjured up from the whimsical elements of the spring, this simple striped tee is a summer must-have! Product Details Green and grey striped round neck top, has cap sleeves and appliqué and embroidery on the left chest Material and Care 100% cotton Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery",Gini And Jony Girls Striped Green Top,Tops,36213.jpg,True
32399.jpg,"Composition Floral print V-neck top made of 100% viscose, has three quarter sleeves with elasticated cuffs, ruffles on the chest and an elasticated hem  Fit Regular  Wash care Machine wash with similar colours Do not bleach or dry in direct sunlight Use warm iron if required  arrow woman caters to every fashionista. This top is a a tried-and-true favourite with a slouchy silhouette that flatters your curves. Pair it with form-fitting denims and kitten heels.  Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Arrow Woman Printed White & Green Top,Tops,32399.jpg,True
4916.jpg,"Composition White round neck top made of 100% cotton, with short sleeves and gathered sides, and graphic on the chest Fitting Regular  Wash care Machine wash separately in cold water Use mild detergent Do not bleach Avoid soaking Remove promptly Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery Indulge your little one in happy feelings with this white tee from gini and jony. The ""Love, warmth, care"" lettering on the chest coupled with the glittery silver rainbow fills this tee with a spirit of wonder and happiness. Team this with small pink skirts and comfy crocs for a happy, casual outing with her small buddies, while the pure cotton fabric stays soft on her skin and keeps her fresh and comfortable all day.",Gini and Jony Girl's Vollie White Infant Kidswear,Tops,4916.jpg,True
41309.jpg," <b>Style Note</b> For girls who want to grab some attention, Gini & Jony knows just what you're looking for. This top will look great paired with a nice pair of jeans or denim shorts . <b>Product Details</b> Pink top with a ruffled neck and puff sleeves, two button placket with embroidery and a drawstring at the midriff <b>Material and Care</b> 100% cotton Machine wash cold with like colours Do not bleach Do not iron directly on print/embroidery <b>Style Note</b> For girls who want to grab some attention, Gini & Jony knows just what you're looking for. This top will look great paired with a nice pair of jeans or denim shorts. <b>Product Details</b> Pink top with a ruffled neck and puff sleeves, two button placket with embroidery and a drawstring at the midriff <b>Material and Care</b> 100% cotton Machine wash cold with like colours Do not bleach Do not iron directly on print/embroidery ",Gini and Jony Girls Woven Peach Top,Tops,41309.jpg,True
33151.jpg,"Style Note girls will love this top from gini and jony. Team it with a skirt and sandals for that uber cool and comfy look. Product Details Bubble gum pink round neck top, has short puffed-sleeves, contrast piping on the neckline and sleeve hem, graphic print with glitter on the front and ruching on either sides of the waist Material and Care Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery",Gini and Jony Girls Printed Pink Top,Tops,33151.jpg,True
33052.jpg,"Composition Black printed top made of cotton fabric, has a mock elasticated collar, three quarter sleeves with elasticated cuffs, full buttoned placket, ruffles on the front and an elasticated hem   Fit Regular   Wash Care Hand wash separately in cold water using a mild detergent as colour may bleed Flat dry inside out in shade Warm iron Do not soak Certain fabrics will shrink  mother earth's focus on providing livelihoods for rural artisans resulted in this handmade kurta that fuses earthy goodness with a modern cut and silhouette. This piece epitomises how fashion, vintage styling and comfort unite to create the perfect Indian tunic. Those interested in colour blocking can wear this with bright contrasting capris or pants. Others who want to keep their look classic and chic can pair this with tonal leggings and embellished slippers.   Model Statistics The product is a size M on a model of height 5'8"" and chest 33""",Mother Earth Women Printed Black Top,Tops,33052.jpg,True
10675.jpg,"Composition Black round neck t-shirt made of 100% cotton, with short sleeves and graphic print on the front   Fitting Regular  Wash care Machine wash in cold water with like colours in a delicate cycle Do not bleach Tumble dry low or lay flat to dry Warm iron when needed Do not iron on print  dress your little princess in this black t-shirt from doodle and let her flaunt her beautiful hair in style with this tee. The short sleeves and graphic print add an element of sweetness, while the cotton fabric keeps her fresh and comfortable all day. Pair this top with a capris and sandals to complete her look.",Doodle Girl Princess Black Tops,Tops,10675.jpg,True
6899.jpg,"Composition Peach flared sleeveless top made of 100% viscose, with white polka dot design and elongated side hems Fitting Regular Wash care Cold machine wash separately Wash garment inside out Wash with like colours Do not soak, bleach or tumble dry Line dry in shade Cool iron on reverse side Do not dry clean Take feminine dressing to the next level in this peach flared sleeveless top from forever new. The polka dot print and the elongated side hems gives this top a dreamy feel. Team this top with white pants, pearls and silvery sandals for a really fresh look. Model statistics The model wears size M Height-5.8"", Chest-33""",Forever New Women Peach With Polka Dots Top,Tops,6899.jpg,True
48513.jpg,Style Note french connection has got that chic look just right for you this summer with their range of bright and well styled tops. Flattering to your form and easy to compl,French Connection Women Black Top,Tops,48513.jpg,True
28473.jpg,"Composition Turquoise blue T-shirt made of 100% cotton, has a cross over V-neck, puffed sleeves with elasticated cuffs, asymmetric hem and graphic print on the front Fit Regular Wash care Wash dark colours separately Use mild detergent in warm water (maximum 40 degrees) Do not wring or bleach Flat dry in shade Warm iron; do not iron on decorations Bring out the trendy fashionista side of you with this turquoise blue graphic tee from urban yoga. The graphic print will add to your love for Indian prints. Team this T-shirt with black shorts or skinny jeans and high heels. Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Urban Yoga Women Printed Turquoise Blue Top,Tops,28473.jpg,True
13308.jpg,"Composition White sleeveless top made of 100% cotton, has a round neck and golden print on the chest Wash care Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery The cute statement simply zooms high when you dress your little girl in this white top from gini and jony. Team this with shorts , lace shoes and make her the fairy that she is, while she relaxes in the fresh comfort of the soft cotton fabric.",Gini and Jony Kids Girls Printed White Tops,Tops,13308.jpg,True
18732.jpg,"Composition White sleeveless round neck top made of 95% viscose and 5% lycra, has a chiffon-edged neck, pearl, stone and bead embellishments   Fit Regular   Wash care Hand wash Do not twist   arrow woman caters to fashionistas with a taste for the exotic.  The embellishments on this top give the effect of strings of pearls and beads around your neck -  no need to wear jewelry, this top has it all.  Pair it with funky denims and sky high heels.   Model statistics The product is a size M on a model of height 5.8"" and chest 33""",Arrow Woman Ann Off White Top,Tops,18732.jpg,True
26912.jpg,"Style Note Summer fashion demands a wardrobe filled with stylish tank tops to go with your shorts and capris. Keeping it cool and casual are these tops from jealous 21.   Product Details Dark pink top with black shaded print in the front and crystal embellishments, has batwing short sleeves, round neck and rouche detailing on the right side   Material and Care 100% viscose Hand wash or machine wash with like colours using a mild detergent Do not bleach or wring Dry in shade Use warm iron   Size and Fit Regular fit The model (height 5'8&rdquo  and chest 33&rdquo ) is wearing a size M",Jealous 21 Women Magenta Printed Top,Tops,26912.jpg,True
18720.jpg,"Composition Cream round neck T-shirt made of 95% viscose cotton and 5% lycra, has short raglan sleeves, graphic print and ruched hem sides  Fit  Regular   Wash care  Wash with warm water Do not bleach Use warm iron, do not  iron on print  arrow women caters to fashionistas with a taste for the exotic. This printed T-shirt is a glamourised version of the oversized tee with its slim silhouette. Pair it with richly hued denims, sky high heels and a vest.   Model statistics  The product is a size M on a model of height 5.8"" and chest 33""",Arrow Women Zebra Cream Top,Tops,18720.jpg,True
33224.jpg,"Composition Black and off-white printed top made of knitted polyester blend fabric, has long sleeves, a round neck, a full buttoned placket and waistcoat style layers on the sides at front with a tie-up detail Fit Regular Wash care Rinse separately Gentle handwash in mild detergent Do not bleach or scrub on embroidery & print Line dry inside out Low iron The crush-worthy, mood lifting colouring with updated design details in this tunic top, fresh from sepia's design studio, is the season's summer essential. Style this with form fitting jeggings and ballet flats for a sweet, girly vibe. For a vintage feel throw on a faded and worn denim jacket, jeans and a floral scarf. Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Sepia Women Striped Black Top,Tops,33224.jpg,True
39852.jpg,"Style Note Girls will love this top from gini and jony. Team it with a skirt and sandals for that uber cool and comfy look.  Product Details Blue sleeveless, round neck top, body gathered to elasticated hem, 'Charming' print on the front in teal, black and silver   Material and Care 100% cotton Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery",Gini and Jony Girls Printed Blue Top,Tops,39852.jpg,True
43536.jpg,"Peach loose-fitted top with a round neck, drop down shoulders with short sleeves, print on the front",French Connection Women Peach Top,Tops,43536.jpg,True
11761.jpg,"Composition Green tunic top made of 100% cotton, with three-quarter sleeves, round ribbed neck with a printed inner back neck panel, drop waist with a braided belt, pockets at the drop waist and has an embroidered branding below the left pocket   Fitting Regular  Wash care Machine wash warm using a mild detergent Wash dark colours separately Turn inside out before washing and drying Do not bleach or wring Tumble dry or flat dry in shade Warm iron/do not iron on print or embroidery   Perfect for this winter, this tunic top from lee is designed for those who never comrpomise on comfort and style. The three-quarter sleeves sit snug on your arms keeping the chill at bay, while the drop waist hides all that unwanted belly and gives you that to-die-for look. Team it with jeans and sandals for that chic look.  Model statistics  The model wears size M in t-shirts Height: 5'7""; Chest: 33""; Waist: 25""",Lee Women Solid Green Tshirts,Tops,11761.jpg,True
10656.jpg,"Composition Pink frock made of 100% Cotton, with tie-up bows at the shoulders, lace styling on the front, pleated panels at the hem and brand badge on the left hem   Fitting  Regular  Wash care Machine wash in cold water with like colours in a delicate cycle Do not bleach Tumble dry low or lay flat to dry Warm iron when needed Do not iron on print  The cute statement simply zooms high when you dress your little girl in this pink frock from doodle. Team this with lacy shoes and make her the fairy that she is.",Doodle Girl Little frock Pink Tops,Tops,10656.jpg,True
7304.jpg,"Composition Hot pink short-sleeved round neck t-shirt made of 93% cotton and 7% elastane, with a softly ribbed neckline and brand name in crystal embellishments on the chest Fitting Regular Wash care Hand wash in cold water inside out, using a mild detergent Do not scrub or bleach Do not tumble dry or wring Dry flat in shade inside out Cool iron inside out Do not iron directly on print/embroidery/sequence/beads Do not dry clean Chill out in this simple, understated, yet extrememly smart hot pink t-shirt from the united colors of benetton. The crystal detailing on the chest adds bling to this incredibly soft cotton tee. Pair it with jeans or shorts for all-day comfort, while the elastane in it gives you a great Fit. Model statistics The model wears size M in t-shirts Height-5.7'', Chest:32",UCB Women's Short Sleeve Pink Top,Tops,7304.jpg,True
39005.jpg,-,Gini and Jony Girls Nautical Blues Navy Blue Top,Tops,39005.jpg,True
40416.jpg,"Teal top with a deep V-neck, has sleeveless styling, embroidered laced yoke and asymmetric hem",Tonga Women Teal Top,Tops,40416.jpg,True
41773.jpg,"Style Note remanika combines edgy style with stylish fits in their creations. They did that in this summery dress as well. Wear it with a pair of strappy flat sandals for a trip to a cafe or a Sunday brunch.  Product Details Tube dress with a white bodice and multi-coloured floral printed skirt, has gathered ruffles at the front neckline and a red and white elasticated band at the back neckline, elasticated waist, half mock buttoned placket and cotton lining in the skirt with ruffles at the end which shows below the dress hemline  Material and Care Cotton Gentle machine wash Do not bleach and tumble dry low Use cold iron  Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size M which measures 62 cm from the neckline to the hem",Remanika Women Printed White Top,Tops,41773.jpg,True
51446.jpg,"Style Note Tonga's summer collection features head-turning designs - fashion-forward yet classic, this piece will stay in vogue up to the next season. Tap into summer's aesthetic effortlessly while chanelling the runway's hottest trends. Style this with a tapering pair of denims (we recommend a wedge heel for the spring) for maximum effect. Product Details Cream-coloured sleeveless top with pink dotting, has a mock collar with ruffles and tie-up detail and spread collar-like flaps at the neck and elastication on the hem Material and Care Blended satiny fabric Hand wash cold Do not bleach Hang or line dry Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size M",Tonga Women Cream-Coloured Top,Tops,51446.jpg,True
20119.jpg,"Composition Blue and black striped top made of 100% cotton, has a deep round neck, six buttoned placket at centre front with embellished panel, three quarter length raglan sleeves with buttoned mid arm tabs, curved yoked with lacing on back and front and gathers at back and a curved hem Fit Loose Wash care Machine wash using a mild detergent Wash dark colours separately Wash and dry inside out Do not bleach, do not wring Flat dry in shade or tumble dry Warm iron wrangler has been clothing the world since 1947 and they're showing no sign of slowing down – this pretty top with its Western styling is kept feminine with lacing embellishments, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and leather shoes for a cowgirl look. Model statistics The product is a size M on a model of height 5'8”",Wrangler Women Lace Blue Top,Tops,20119.jpg,True
32568.jpg,"Style Note  Flattering your figure while keeping you airy and comfortable, this only tank top is a must have casual option. The lace detailing gives it a feminine touch. You can wear it with a light coloured pair of pants or capris and a comfortable pair of flip flops to get set for a casual day out.  Product Details  Black tank top, has short sleeves, round neckline and lace detailing in front  Material and Care  100% viscose Machine wash cool with like colours Do not bleach or tumble dry Use cool iron Size and Fit  Black tank top, has short sleeves, round neckline and lace detailing in front",ONLY Women Black Top,Tops,32568.jpg,True
11471.jpg,"Composition Mushroom brown top made of 65% polyester and 35% viscose, has a bateau neckline, long sleeves and graphic print on the front Fitting Regular Wash care Machine wash in 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade cool iron Do not iron directly on print/embroidery Perfect on style and great in comfort, this mushroom brown top from united colors of benetton makes for a great casual wear. The photographic graphic print on the front lends this a big dose of cool, while the fabric keeps you fresh and comfortable all day. Team this with slim Fit jeans and black heels and ooze style. Model statistics The model wears size M in tops Height: 5'8"", Chest: 33""",United Colors of Benetton Women Light Winter Brown Tops,Tops,11471.jpg,True
15107.jpg,"Composition Beige sleeveless top made of 100% cotton, has a round neckline with contrast patchwork on the bustline Fitting Regular Wash care Hand wash separately in cold water using a mild detergent as colour may bleed Flat dry inside out in shade Warm iron Vintage weaves, classic cuts and contemporary style - all come together in this top from mother earth. Crafted from cotton fabric, it offers exemplary comfort all day. Pair it with denims and slippers for an ethnic look. Model statistics The model wears size M in tops Height: 5’9”; Chest: 33”; Shoulders: 15.5”",Mother Earth Women Printed Beige Tops,Tops,15107.jpg,True
40674.jpg,"Style Note lee brings a phase of glamour into the lives of the fashion aware crowd. This top brings out your feminine side while maintaining a gallant enigma of high octane fashion. Pair it with a denim skirt or denims to look absolutely gorgeous. Product Details Light pastel blue top with a high mandarin collar and a split neckline, has a half buttoned placket and short sleeves Material and Care 100% cotton Machine wash cool Do not bleach or wring Tumble dry low or dry in shade Low iron Size and Fit Regular fit The model (Height 5'8"" and chest 33&   rdquo ) is wearing a size M",Lee Women Blue Top,Tops,40674.jpg,True
53779.jpg,"Black T-shirt, has a purple panel at the shoulders, sleeves and around the neckline, round ribbed neckline, short sleeves with branding on the left sleeve, graphic print in front and Faas printed at the back below the neckline",Puma Women Black T-shirt,Tops,53779.jpg,True
21148.jpg,"Composition Grey top with two parts, outer cardigan made of knitted 100% cotton, inner blouse-style front made of striped 58% cotton and 42% silk, two parts are joined at side seam, outer has long sleeves and a draped shawl neck, inner front has small mandarin collar, cross-over front gathered to two button fastening at centre front, brand tag at hem and inner fabric protruding from cardigan back hem Fit Regular Wash care Wash at 30 degrees with similar colours inside out Pull into shape after washing Do not bleach, tumble dry or dry clean Iron low An extremely stylish option from s.oliver. The slouchy knitted cardigan coordinates beautifully with the subtly-striped feminine inner blouse. Two cute buttons in the centre provide a focus point surrounded by gathers while the wrap front is flattering to all body types.   Wear this when you want to look sophisticated without sacrificing comfort. Model statistics The product is a size 42 on a model of height 5'8"" and chest 33""",s.Oliver Women Grey Top,Tops,21148.jpg,True
57107.jpg,"Green woven, sleeveless top, has a round neckline, full buttoned placket, horizontal pin tucks with ruffles at the edge around the neckline and half the placket, fold over cuffs with a buttoned tab, back yoke, vented hemline and a curved hemline",Elle Women Green Essentials Top,Tops,57107.jpg,True
26895.jpg,"Composition Printed lavender round neck top made of 100% viscose, has short raglan sleeves, flaring pintucks at the chest, buttonable keyhole detail at the back and flaring pintucks at the back waist Fit Regular Wash care Wash dark colours separately Hand wash or machine wash in cold water using a mild detergent Do not bleach Tumble dry low and dry in shade Warm iron jealous 21 stays in-vogue with this stylish piece that is sure to become a love-forever favourite in your casual wardrobe. Style with understated accessories and peep-toe shoes. Model statistics Product is a size M on a model of height 5'8” and chest 33”",Jealous 21 Women Lavender Printed Top,Tops,26895.jpg,True
21168.jpg,"Composition Blue check shirt made of 100% cotton, has a spread collar, full buttoned placket, long sleeves with buttoned cuffs, two patch pockets on the chest, buttons at the back and a curved hem Fit Regular Wash care only hand wash in cold water using a mild detergent Wash dark colours separately Do not bleach, wring or tumble dry Flat dry in shade Mild iron, and do not iron on print/embellishment/embroidery s.oliver's shirts cater to fashion-oriented career women. This shirt in plaid checks has an easy silhouette. Pair it with a pencil skirt or formal trousers, closed toe pumps and a vibrant scarf. Model statistics The product is a size 40 on a model of height 5'8"" and chest 33""",s.Oliver Women Check Blue Top,Tops,21168.jpg,True
43532.jpg,"Grey top, has a round neckline, short sleeves and graphic print with beaded detail in front",French Connection Women Grey Melange Top,Tops,43532.jpg,True
24534.jpg,"Composition Brown printed round neck kurta made of blended cotton fabric, has a half buttoned placket, short sleeves and flaring pin tucks at the chest  Fit Regular  Wash care Hand wash separately in cold water using a mild detergent as colour may bleed Flat dry inside out in shade Warm iron  The inspiration for this kurta from mother earth is the retro-esque fusion of ethnic apparel and smart workwear. This piece epitomizes how fashion, vintage styling and comfort unite to create the perfect Indian tunic. Mother Earth uses hand processed fabrics including natural and Azo free dyes. Woven with slub yarns for an authentic vintage feel. Those interested in colour blocking can wear this with bright contrasting capris or pants. Others, who want to keep their look classic and chic, can pair this with tonal leggings, and embellished slippers.  Model statistics The product is a size S on a model of height 5'8"" and chest 33""",Mother Earth Women Brown Printed Top,Tops,24534.jpg,True
31293.jpg,"Composition  Green shawl neck top made of 100% cotton, sleeveless, has graphic print on the right side, has a drawstring above the hem and embroidered branding at the back   Fit  Regular   Wash care  Gentle machine wash in lukewarm water with like colours Do not bleach, tumble, iron and dry clean   This green shawl neck cotton top from puma with an uber cool chest print is a great summery choice. Team it with skinny jeans or denim shorts to make heads turn.   Model statistics  The product is a size M on a model of height 5'7"" and chest 33""",Puma Women Script Green Top,Tops,31293.jpg,True
34012.jpg,"Composition White printed round neck top made of 100% cotton, has short sleeves and shimmer details on the chest  Fit Regular  Wash care Use mild detergents Do not tumble dry Do not iron on emebellishments Use warm iron Remove all detatchable accessories before washing or ironing  gini and jony's palm tree line have come up with this pretty top, perfect for girls. Dress up in this top in comfy cotton and a pair of jeans or a skirt.",Palm Tree Girls Printed White Top,Tops,34012.jpg,True
44648.jpg,"Style Note Black is irresistible, no matter what time of the year it is. This full sleeved top by arrow makes for ideal evening wear. You could wear it at a gathering of friends or a semi-formal bash with a pair of fitted jeans, stilettos and long earrings. Product Details Black round neck top with an embroidered neck line, dotted weaves, long gathered sleeves with binding and an elasticated hem Material and Care Body 56% viscose &  44% cotton and trim 100 % cotton Dry clean only Size and Fit Blouse fit The model (height 5'8&rdquo  and chest 33&rdquo ) is wearing a size M",Arrow Woman Black Top,Tops,44648.jpg,True
48514.jpg,"Style Note This top from french connection adds a laid back feel to your off-duty look. The oversized, slouchy silhouette offered by this top looks best styled with leggings",French Connection Women Grey Top,Tops,48514.jpg,True
33227.jpg,"Composition Cream sleeveless top made of knitted polyester blend fabric, has a round neck, lace at back and front with gathers at front and an elasticated hem Fit Regular Wash care Rinse separately Gentle handwash in mild detergent Do not bleach or scrub on embroidery & print Line dry inside out Low iron The understated colouring with updated design details, fresh from sepia's design studio, makes this top the season's summer essential. Style this with form fitting jeggings and ballet flats for a sweet, girly vibe. For a vintage feel throw on a faded and worn denim jacket, leggings( or tights) and a floral scarf. Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Sepia Women Cream Top,Tops,33227.jpg,True
29169.jpg,"Composition Blue round neck top made of 100% cotton, has short sleeves and printed branding on the chest  Fit Regular  Wash care Machine wash in 30 degrees using mild detergent Do not dry clean, tumble dry, wring, scrub or bleach Dry flat in shade cool iron Do not iron directly on print/embroidery  Light, summery basics, perfect for this season from united colors of benetton for the urban fashionista. Layer-friendly and light, this piece nails all the hot styles trending in the fashion circuit.  Model statistics The product is a size M on a model of height 5'8"" and chest 33""",United Colors of Benetton Women Blue Top,Tops,29169.jpg,True
24976.jpg,"Peachy pink top made of 100% cotton, has a V-neck with a mock button and loop detailing and short sleeves with an arm tab connecting it to the shoulder ",United Colors of Benetton Women Peach Top,Tops,24976.jpg,True
34003.jpg,"Composition White round neck top made of 100% cotton, has short sleeves and embroidered branding on the left chest  Fit Regular  Wash care Use mild detergents Do not tumble dry Do not iron on embellishments Use warm iron Remove all detachable accessories before washing or ironing  gini and jony's palm tree line have come up with this pretty top for the apple of your eye! girls will love to dress up in this comfy cotton top and a pair of jeans or a skirt.",Gini and Jony Girls White Top,Tops,34003.jpg,True
